"PROD_ID","dia","qty","preco","hora","mes","semana","dia_da_semana_num","C1","C2","C3","C4","C5","C6"
"P6",64,66,1703.41,8,3,9,4,2199,1439.1,1439.1,NA,NA,2379.87
"P6",64,66,1703.41,8,3,9,4,1829.9,1829.9,1829.9,NA,NA,1989
"P6",64,66,1703.41,8,3,9,4,1829.9,1829.9,1829.9,NA,NA,1989
"P6",64,66,1703.41,8,3,9,4,2199,1519.05,1439.1,NA,NA,2379.87
"P6",38,11,1886.73,8,2,5,6,1887,1869.15,1859,NA,NA,1999
"P6",37,55,1665.56,8,2,5,5,1887.99,1887.99,1887.98,2199,NA,1999.9
"P6",38,11,1886.73,20,2,5,6,1887,2199,1859,NA,NA,1999
"P6",39,3,1886.7,8,2,5,7,1887,2199,1859,NA,NA,1999
"P6",42,10,1885.98,8,2,6,3,1885,1869.15,1859,NA,NA,1999
"P6",42,10,1885.98,8,2,6,3,1885,2199,1859,NA,NA,1999
"P6",30,7,1893.01,8,1,4,5,1898,1895.98,1895.98,NA,NA,2099
"P6",30,7,1893.01,20,1,4,5,1897.63,1935.12,1895.98,NA,NA,2099
"P6",30,7,1893.01,20,1,4,5,1894.99,1894.99,1894.99,NA,NA,1999.9
"P6",8,7,1914.8,20,1,1,4,2028.9,2028.9,2028.9,1979.1,NA,2399
"P6",9,14,1898.85,8,1,1,5,2025,2025,2025,2199,NA,2399
"P6",9,14,1898.85,8,1,1,5,2025,1835.1,1835.1,NA,NA,2799.9
"P6",34,280,1665.56,20,2,5,2,1979.1,1668.27,1668.27,NA,NA,1999
"P6",21,20,1894.3,20,1,3,3,1947.94,1714.22,1947.9,NA,NA,2369.9
"P6",22,14,1894,20,1,3,4,1947.94,1714.14,1938,NA,NA,2369.9
"P6",19,6,1894.9,8,1,3,1,1949,1949,1949,2199,NA,2158
"P6",53,2,2399,20,2,7,7,1989,1989,1899,NA,NA,1998
"P6",53,2,2399,20,2,7,7,1989,1999,1999,1869.15,NA,2099
"P6",58,155,1703.41,8,2,8,5,1979.1,1979.1,1859,2199,NA,NA
"P6",58,155,1703.41,8,2,8,5,1869.15,1869.15,1859,1869.15,NA,NA
"P6",57,6,1703.41,20,2,8,4,1883.89,1883.89,1861.9,NA,NA,1998
"P6",75,14,1798.95,8,3,11,1,1798.9,1798.9,1798.9,NA,NA,1989
"P6",51,4,2399,8,2,7,5,1884.95,1859,1859,NA,NA,2099
"P6",51,4,2399,20,2,7,5,1989,1989,1989,NA,NA,1998
"P6",46,3,2399,22,2,6,7,1885.9,1699.15,1859,2155.02,NA,1999
"P6",44,5,2399,20,2,6,5,1885.9,2199,1859,2199,NA,2099
"P6",47,2,2399,8,2,7,1,1886,1886,1886,2199,NA,1998
"P6",45,2,2399,8,2,6,6,1885.9,2199,1859,2199,NA,1999
"P6",67,1,2399,15,3,9,7,2199,1979.1,1859,2199,NA,2379.87
"P6",67,1,2399,15,3,9,7,1877,1499,1877,NA,NA,1989
"P6",15,13,1898.98,20,1,2,4,1999,1756.74,1796.67,NA,NA,2369.9
"P6",13,12,1896.8,8,1,2,2,1949,1799.1,1799.1,NA,NA,2799.9
"P6",34,280,1665.56,8,2,5,2,1892.68,1892.64,1892.64,1799,NA,1999.9
"P6",33,5,1892.69,20,2,5,1,2199,1895.8,1895.82,NA,NA,1999
"P6",34,280,1665.56,8,2,5,2,1892.68,1665.52,1665.52,1799,NA,1999.9
"P6",34,280,1665.56,8,2,5,2,2199,1895.8,1895.8,NA,NA,1999
"P6",41,14,1886.64,20,2,6,2,1885,1869.15,1859,NA,NA,1999
"P6",41,14,1886.64,8,2,6,2,1886.97,1869.15,1859,NA,NA,1999
"P6",37,55,1665.56,8,2,5,5,1888,2199,1888,NA,NA,1999
"P6",23,14,1893.48,8,1,3,5,1936,1936,1936,2199,NA,1999.9
"P6",22,14,1894,8,1,3,4,1897.75,1714.22,1753.18,NA,NA,2369.9
"P6",23,14,1893.48,8,1,3,5,1947.94,1714.14,1937.9,NA,NA,2369.9
"P6",20,10,1894.5,20,1,3,2,1949,1949,1949,2199,NA,2158
"P6",14,7,1895.4,20,1,2,3,1897.8,1756.92,1796.85,NA,NA,2799.9
"P6",45,2,2399,8,2,6,6,1885.9,1869.15,1859,2155.02,NA,1999
"P6",51,4,2399,20,2,7,5,1989,1989,1989,NA,NA,1998
"P6",82,13,1748.69,20,3,12,1,1798.89,1798.89,1748.69,NA,NA,1989
"P6",224,6,1674,8,8,32,3,1663.75,1674.89,1527.5,NA,NA,1977.65
"P6",224,6,1674,8,8,32,3,1663.75,1674.89,1527.5,NA,NA,1977.65
"P6",223,9,1674,8,8,32,2,1663.89,1619.1,1592.1,NA,NA,1977.65
"P6",57,6,1703.41,20,2,8,4,1869.15,1869.15,1859,1869.15,NA,2099
"P6",57,6,1703.41,20,2,8,4,1883.89,1883.89,1861.9,NA,NA,1998
"P6",57,6,1703.41,20,2,8,4,1979.1,1979.1,1859,2199,NA,2099
"P6",41,14,1886.64,20,2,6,2,1886,1886,1886,2199,NA,1998
"P6",41,14,1886.64,20,2,6,2,1885,2199,1859,NA,NA,1999
"P6",41,14,1886.64,20,2,6,2,1886,1886,1886,2199,NA,1998
"P6",25,5,1893.35,20,1,3,7,2199,1897,1897,NA,NA,2369.9
"P6",38,11,1886.73,8,2,5,6,1887.98,1887.98,1887.98,2199,NA,1999.9
"P6",38,11,1886.73,8,2,5,6,1887.98,1887.98,1887.98,2199,NA,1999.9
"P6",78,12,1748.9,8,3,11,4,1799,1799,1799,NA,NA,1989
"P6",78,12,1748.9,8,3,11,4,1799,1799,1799,NA,NA,1989
"P6",78,12,1748.9,8,3,11,4,1899,1859,1859,1599,NA,2379.87
"P6",30,7,1893.01,20,1,4,5,1894.99,1894.99,1894.99,NA,NA,1999.9
"P6",30,7,1893.01,8,1,4,5,1898,1668.46,1668.46,NA,NA,2099
"P6",18,4,1898.98,8,1,2,7,1940,1996.2,1979,NA,NA,2369.9
"P6",19,6,1894.9,8,1,3,1,1949,1949,1949,2199,NA,2158
"P6",8,7,1914.8,20,1,1,4,2087.99,1835.1,1835.1,NA,NA,2799.9
"P6",8,7,1914.8,8,1,1,4,2099,1826.86,1826.86,NA,NA,2799.9
"P6",8,7,1914.8,8,1,1,4,2029,2029,2029,1979.1,NA,2229
"P6",8,7,1914.8,8,1,1,4,2099,1826.86,1826.86,NA,NA,2799.9
"P6",8,7,1914.8,8,1,1,4,2029,2029,2029,2199,NA,2229
"P6",33,5,1892.69,20,2,5,1,1979.1,1668.3,1668.32,NA,NA,1999
"P6",33,5,1892.69,20,2,5,1,1892.68,1665.52,1892.68,NA,NA,1999.9
"P6",33,5,1892.69,20,2,5,1,1892.68,1892.64,1892.68,NA,NA,1999.9
"P6",12,15,1896.5,8,1,2,1,1897.99,NA,NA,NA,NA,2799.9
"P6",21,20,1894.3,20,1,3,3,1947.94,1947.98,1947.9,NA,NA,2369.9
"P6",39,3,1886.7,20,2,5,7,1887.96,1887.96,1887.96,2199,NA,1999.9
"P6",50,3,2159.1,20,2,7,4,1884.95,1999,1999,NA,NA,2099
"P6",50,3,2159.1,20,2,7,4,1884.95,1999,1999,NA,NA,2099
"P6",44,5,2399,8,2,6,5,1994,1994,1994,2199,NA,1998
"P6",44,5,2399,20,2,6,5,1994,1994,1886,2199,NA,1998
"P6",53,2,2399,20,2,7,7,1989,1989,1899,NA,NA,1998
"P6",53,2,2399,20,2,7,7,1989,1999,1999,2199,NA,2099
"P6",51,4,2399,20,2,7,5,1989,1999,1999,2199,NA,2099
"P6",57,6,1703.41,8,2,8,4,1883.9,1883.9,1883.9,NA,NA,1998
"P6",57,6,1703.41,8,2,8,4,1883.9,1883.9,1883.9,NA,NA,1998
"P6",13,12,1896.8,20,1,2,2,1899,1899,1899,1799,NA,2399
"P6",26,7,1893.35,8,1,4,1,1979.1,1669.36,1897,NA,NA,2369.9
"P6",26,7,1893.35,8,1,4,1,2199,1897,1897,NA,NA,2369.9
"P6",25,5,1893.35,8,1,3,7,1979.1,1669.36,1897,NA,NA,2369.9
"P6",31,5,1892.98,20,1,4,6,1894.88,1894.88,1894.88,NA,NA,1999.9
"P6",30,7,1893.01,20,1,4,5,1897.63,2199,1895.98,NA,NA,2099
"P6",33,5,1892.69,8,2,5,1,1894.56,1894.56,1894.56,NA,NA,1999.9
"P6",33,5,1892.69,8,2,5,1,2199,1895.82,1895.82,NA,NA,1999
"P6",33,5,1892.69,8,2,5,1,1979.1,1668.32,1668.32,NA,NA,1999
"P6",14,7,1895.4,8,1,2,3,1898.99,1898.99,1898.99,1799,NA,2159.1
"P6",25,5,1893.35,8,1,3,7,1936,1936,1936,2199,NA,1999.9
"P6",27,6,1893.35,8,1,4,2,1997,1897,1897,NA,NA,2369.9
"P6",15,13,1898.98,8,1,2,4,1899.9,1756.92,1796.85,NA,NA,2799.9
"P6",22,14,1894,20,1,3,4,1947.94,1947.89,1938,NA,NA,2369.9
"P6",24,7,1893.38,8,1,3,6,1947.94,1705.26,1898,NA,NA,2369.9
"P6",13,12,1896.8,8,1,2,2,1949,1799.1,1799.1,NA,NA,2799.9
"P6",12,15,1896.5,20,1,2,1,1797.84,1799.1,1799.1,NA,NA,2799.9
"P6",24,7,1893.38,8,1,3,6,1936,1936,1936,1799,NA,1999.9
"P6",17,9,1898.98,20,1,2,6,1895,1895,1895,2199,NA,2158
"P6",13,12,1896.8,20,1,2,2,1899,1797.3,1875.6,NA,NA,2799.9
"P6",19,6,1894.9,20,1,3,1,1998,1756.39,1979,NA,NA,2369.9
"P6",44,5,2399,8,2,6,5,1884.9,2199,1859,2199,NA,1999
"P6",46,3,2399,22,2,6,7,1886,1886,1665.56,2199,NA,1998
"P6",67,1,2399,20,3,9,7,1877,1499,1877,NA,NA,1989
"P6",48,2,4798,20,2,7,2,1994,1994,1994,2199,NA,1998
"P6",57,6,1703.41,8,2,8,4,1979.1,1979.1,1635.34,2199,NA,2099
"P6",57,6,1703.41,8,2,8,4,1869.15,1869.15,1544.49,1869.15,NA,2099
"P6",41,14,1886.64,8,2,6,2,1886.97,2199,1859,NA,NA,1999
"P6",41,14,1886.64,8,2,6,2,1886.97,1886.97,1415.73,2199,NA,1999.9
"P6",41,14,1886.64,8,2,6,2,1886.97,1886.97,1665.56,2199,NA,1999.9
"P6",26,7,1893.35,8,1,4,1,1936,1894.9,1936,2199,NA,1999.9
"P6",27,6,1893.35,20,1,4,2,1997,1897,1896.89,NA,NA,2199.9
"P6",27,6,1893.35,20,1,4,2,1997,1997,1996.9,1799,NA,1999.9
"P6",27,6,1893.35,20,1,4,2,1997,1669.36,1896.89,NA,NA,2199.9
"P6",39,3,1886.7,8,2,5,7,1887.96,1887.96,1887.96,2199,NA,1999.9
"P6",37,55,1665.56,20,2,5,5,1888,2199,1859,NA,NA,1999
"P6",37,55,1665.56,20,2,5,5,1887.99,1887.98,1887.98,2199,NA,1999.9
"P6",37,55,1665.56,8,2,5,5,1887.99,1887.99,1887.98,2199,NA,1999.9
"P6",37,55,1665.56,20,2,5,5,1887.99,1887.98,1887.98,2199,NA,1999.9
"P6",82,13,1748.69,20,3,12,1,1798.89,1798.89,1748.69,NA,NA,1989
"P6",22,14,1894,8,1,3,4,1948.99,1948.99,1948.99,2199,NA,1999.9
"P6",16,23,1898.98,8,1,2,5,1894.99,1894.99,1894.99,2199,NA,2158
"P6",12,15,1896.5,8,1,2,1,1896.74,1896.74,1896.74,2199,NA,2399
"P6",15,13,1898.98,8,1,2,4,1896.72,1896.72,1896.72,1799,NA,2159.1
"P6",29,2,1893.12,20,1,4,4,1619.1,1667.51,1583.12,NA,NA,1999.9
"P6",29,2,1893.12,20,1,4,4,1799,1894.9,1799,NA,NA,1999.9
"P6",11,7,1896.7,20,1,1,7,1897.99,NA,NA,NA,NA,2799.9
"P6",11,7,1896.7,20,1,1,7,1896.79,1896.79,1896.79,2199,NA,2399
"P6",9,14,1898.85,20,1,1,5,1897.99,1897.99,1897.99,1979.1,NA,2399
"P6",32,3,1892.7,20,2,4,7,1979.1,1668.32,1668.32,NA,NA,1999
"P6",32,3,1892.7,20,2,4,7,1894.58,1894.58,1894.59,NA,NA,1999.9
"P6",32,3,1892.7,20,2,4,7,1894.58,1894.58,1894.59,NA,NA,1999.9
"P6",33,5,1892.69,8,2,5,1,1894.56,1894.56,1894.56,NA,NA,1999.9
"P6",28,6,1893.195,8,1,4,3,1928,1928,1928,NA,NA,1999.9
"P6",32,3,1892.7,20,2,4,7,2199,1895.82,1895.82,NA,NA,1999
"P6",226,8,1674,20,8,32,5,1663.33,1669.99,NA,1499,NA,NA
"P6",226,8,1674,20,8,32,5,1663.33,1669.99,NA,1499,NA,NA
"P6",75,14,1798.95,8,3,11,1,1858,1859,1859,1599,NA,2379.87
"P6",75,14,1798.95,8,3,11,1,1798.9,1798.9,1798.9,NA,NA,1989
"P6",75,14,1798.95,8,3,11,1,1858,1859,1859,1599,NA,2379.87
"P6",71,17,1799,20,3,10,4,1798.99,1798.99,1798.99,NA,NA,1989
"P6",51,4,2399,8,2,7,5,1989,1989,1989,NA,NA,1998
"P6",222,8,1677,20,8,32,1,1664.95,1709.05,1591.16,NA,NA,1977.65
"P6",223,9,1674,20,8,32,2,1699,1699,1673.9,NA,NA,1999
"P6",40,8,1886.65,20,2,6,1,1886.98,2199,1859,NA,NA,1999
"P6",40,8,1886.65,20,2,6,1,1886.99,1886.99,1886.99,2199,NA,1999.9
"P6",67,1,2399,20,3,9,7,1867.99,1979.1,1859,2199,NA,2379.87
"P6",67,1,2399,20,3,9,7,1867.99,1979.1,1859,1979.1,NA,2379.87
"P6",67,1,2399,20,3,9,7,1877,1499,1877,NA,NA,1989
"P6",29,2,1893.12,20,1,4,4,1898,1895.98,1895.98,NA,NA,2199
"P6",29,2,1893.12,20,1,4,4,1898,1668.46,1668.46,NA,NA,2199
"P6",29,2,1893.12,14,1,4,4,1926,1926,1898,1799,NA,1999.9
"P6",11,7,1896.7,20,1,1,7,1897.99,NA,NA,NA,NA,2799.9
"P6",11,7,1896.7,20,1,1,7,1896.79,1896.79,1896.79,1979.1,NA,2399
"P6",25,5,1893.35,20,1,3,7,1936,1936,1936,2199,NA,1999.9
